Date,State,Confirmed,Death,Recovered,State_name
01-Aug-20,AN,88,2,12,Andaman and Nicobar Islands
01-Aug-20,AS,1457,3,1085,Assam
01-Aug-20,CH,28,3,16,Chandigarh
01-Aug-20,CT,235,1,380,Chhattisgarh
01-Aug-20,DL,1118,26,1201,Delhi
01-Aug-20,GA,280,3,227,Goa
01-Aug-20,GJ,1136,24,875,Gujarat
01-Aug-20,HR,793,7,853,Haryana
01-Aug-20,JH,790,8,170,Jharkhand
01-Aug-20,JK,613,11,654,Jammu and Kashmir
01-Aug-20,KL,1129,8,752,Kerala
01-Aug-20,MN,135,1,10,Manipur
01-Aug-20,MP,808,9,698,Madhya Pradesh
01-Aug-20,OR,1602,11,756,Odisha
01-Aug-20,PB,944,19,341,Punjab
01-Aug-20,PY,134,2,98,Puducherry
01-Aug-20,RJ,1160,14,823,Rajasthan
01-Aug-20,TG,2083,11,1114,Telangana
01-Aug-20,TR,252,2,136,Tripura
01-Aug-20,UT,264,3,162,Uttarakhand
01-Jul-20,AP,657,6,477,Andhra Pradesh
01-Jul-20,BR,216,5,267,Bihar
01-Jul-20,CT,82,1,53,Chhattisgarh
01-Jul-20,GA,72,1,74,Goa
01-Jul-20,GJ,675,21,368,Gujarat
01-Jul-20,HR,393,4,527,Haryana
01-Jul-20,JK,198,4,134,Jammu and Kashmir
01-Jul-20,KA,1272,7,145,Karnataka
01-Jul-20,KL,151,1,132,Kerala
01-Jul-20,MP,268,9,260,Madhya Pradesh
01-Jul-20,OR,251,1,164,Odisha
01-Jul-20,PB,100,5,122,Punjab
01-Jul-20,RJ,304,8,354,Rajasthan
01-Jul-20,TG,1018,7,788,Telangana
01-Jul-20,UP,564,21,545,Uttar Pradesh
01-Jul-20,WB,611,15,398,West Bengal
01-Jun-20,AP,105,2,34,Andhra Pradesh
01-Jun-20,GJ,423,25,861,Gujarat
01-Jun-20,HR,265,1,7,Haryana
01-Jun-20,JK,155,3,19,Jammu and Kashmir
01-Jun-20,KA,187,1,100,Karnataka
01-Jun-20,KL,57,1,18,Kerala
01-Jun-20,MP,194,8,161,Madhya Pradesh
01-Jun-20,RJ,269,5,181,Rajasthan
01-Jun-20,TG,94,6,63,Telangana
01-Jun-20,TN,1162,11,413,Tamil Nadu
01-Jun-20,UP,286,5,187,Uttar Pradesh
01-Jun-20,WB,271,8,149,West Bengal
01-May-20,AP,60,2,82,Andhra Pradesh
01-May-20,BR,41,1,14,Bihar
01-May-20,DL,223,2,73,Delhi
01-May-20,GJ,326,22,123,Gujarat
01-May-20,MH,1008,26,106,Maharashtra
01-May-20,MP,90,8,42,Madhya Pradesh
01-May-20,RJ,82,4,223,Rajasthan
01-May-20,TN,203,1,54,Tamil Nadu
01-May-20,UP,117,2,103,Uttar Pradesh
01-May-20,WB,37,8,15,West Bengal
02-Apr-20,DL,141,2,2,Delhi
02-Apr-20,GJ,1,1,5,Gujarat
02-Apr-20,MH,88,8,3,Maharashtra
02-Aug-20,AN,98,1,16,Andaman and Nicobar Islands
02-Aug-20,AS,1178,4,942,Assam
02-Aug-20,CH,38,1,15,Chandigarh
02-Aug-20,CT,181,3,381,Chhattisgarh
02-Aug-20,DL,961,15,1186,Delhi
02-Aug-20,GA,337,5,230,Goa
02-Aug-20,GJ,1101,22,805,Gujarat
02-Aug-20,HR,761,5,610,Haryana
02-Aug-20,JH,455,4,169,Jharkhand
02-Aug-20,JK,444,8,256,Jammu and Kashmir
02-Aug-20,KL,1169,1,688,Kerala
02-Aug-20,MN,75,1,38,Manipur
02-Aug-20,MP,921,10,581,Madhya Pradesh
02-Aug-20,OR,1434,11,681,Odisha
02-Aug-20,PB,790,18,391,Punjab
02-Aug-20,PY,200,1,111,Puducherry
02-Aug-20,RJ,1167,12,548,Rajasthan
02-Aug-20,TG,1891,10,1088,Telangana
02-Aug-20,TR,141,4,142,Tripura
02-Aug-20,UT,146,3,107,Uttarakhand
02-Jul-20,AP,845,5,325,Andhra Pradesh
02-Jul-20,AS,479,2,275,Assam
02-Jul-20,BR,478,5,183,Bihar
02-Jul-20,GJ,681,19,563,Gujarat
02-Jul-20,HR,568,11,520,Haryana
02-Jul-20,JK,154,10,118,Jammu and Kashmir
02-Jul-20,KA,1502,19,271,Karnataka
02-Jul-20,MP,245,8,160,Madhya Pradesh
02-Jul-20,OR,229,2,149,Odisha
02-Jul-20,PB,116,3,155,Punjab
02-Jul-20,RJ,350,9,374,Rajasthan
02-Jul-20,TG,1213,8,987,Telangana
02-Jul-20,UP,769,17,592,Uttar Pradesh
02-Jul-20,UT,37,1,88,Uttarakhand
02-Jul-20,WB,649,16,509,West Bengal
02-Jun-20,BR,151,1,62,Bihar
02-Jun-20,CT,15,1,9,Chhattisgarh
02-Jun-20,DL,1298,33,497,Delhi
02-Jun-20,GJ,415,29,1114,Gujarat
02-Jun-20,HR,296,2,14,Haryana
02-Jun-20,JK,117,2,7,Jammu and Kashmir
02-Jun-20,KL,86,1,19,Kerala
02-Jun-20,MP,137,6,218,Madhya Pradesh
02-Jun-20,PB,41,2,17,Punjab
02-Jun-20,RJ,273,4,222,Rajasthan
02-Jun-20,TG,99,4,35,Telangana
02-Jun-20,TN,1091,13,536,Tamil Nadu
02-Jun-20,UP,368,7,146,Uttar Pradesh
02-Jun-20,UT,84,2,30,Uttarakhand
02-Jun-20,WB,396,10,104,West Bengal
02-May-20,BR,15,1,19,Bihar
02-May-20,DL,384,3,89,Delhi
02-May-20,GJ,333,26,160,Gujarat
02-May-20,HR,19,1,1,Haryana
02-May-20,KA,12,3,20,Karnataka
02-May-20,MH,790,36,121,Maharashtra
02-May-20,MP,73,6,100,Madhya Pradesh
02-May-20,RJ,106,6,126,Rajasthan
02-May-20,TG,17,1,35,Telangana
02-May-20,TN,231,1,29,Tamil Nadu
02-May-20,UP,159,1,44,Uttar Pradesh
02-May-20,WB,127,7,12,West Bengal
03-Apr-20,MH,64,5,8,Maharashtra
03-Apr-20,TG,75,2,15,Telangana
03-Aug-20,AN,96,2,21,Andaman and Nicobar Islands
03-Aug-20,AS,2371,4,1044,Assam
03-Aug-20,CT,212,3,265,Chhattisgarh
03-Aug-20,DL,805,17,937,Delhi
03-Aug-20,GA,286,3,208,Goa
03-Aug-20,GJ,1009,22,974,Gujarat
03-Aug-20,HR,654,7,780,Haryana
03-Aug-20,JH,941,7,112,Jharkhand
03-Aug-20,JK,590,11,905,Jammu and Kashmir
03-Aug-20,KL,961,2,815,Kerala
03-Aug-20,MP,750,14,549,Madhya Pradesh
03-Aug-20,OR,1384,12,1119,Odisha
03-Aug-20,PB,674,19,416,Punjab
03-Aug-20,PY,176,4,102,Puducherry
03-Aug-20,RJ,1145,13,835,Rajasthan
03-Aug-20,TG,983,11,1019,Telangana
03-Aug-20,UT,207,4,101,Uttarakhand
03-Jul-20,AP,837,8,319,Andhra Pradesh
03-Jul-20,BR,426,6,217,Bihar
03-Jul-20,GJ,687,18,340,Gujarat
03-Jul-20,HR,494,4,672,Haryana
03-Jul-20,JK,170,4,101,Jammu and Kashmir
03-Jul-20,KA,1694,21,471,Karnataka
03-Jul-20,MP,191,4,234,Madhya Pradesh
03-Jul-20,OR,561,2,203,Odisha
03-Jul-20,PB,153,5,122,Punjab
03-Jul-20,PY,22,1,53,Puducherry
03-Jul-20,RJ,390,10,333,Rajasthan
03-Jul-20,TG,1892,8,1126,Telangana
03-Jul-20,UP,972,14,376,Uttar Pradesh
03-Jul-20,WB,669,18,534,West Bengal
03-Jun-20,AP,180,4,50,Andhra Pradesh
03-Jun-20,BR,230,1,222,Bihar
03-Jun-20,GJ,485,30,318,Gujarat
03-Jun-20,JK,139,1,54,Jammu and Kashmir
03-Jun-20,KA,267,1,111,Karnataka
03-Jun-20,MP,168,7,224,Madhya Pradesh
03-Jun-20,PB,34,1,12,Punjab
03-Jun-20,RJ,279,6,309,Rajasthan
03-Jun-20,TG,129,7,30,Telangana
03-Jun-20,TN,1286,8,610,Tamil Nadu
03-Jun-20,UP,141,1,81,Uttar Pradesh
03-Jun-20,UT,42,1,7,Uttarakhand
03-Jun-20,WB,340,10,170,West Bengal
03-May-20,GJ,374,28,146,Gujarat
03-May-20,MH,678,27,115,Maharashtra
03-May-20,MP,49,5,174,Madhya Pradesh
03-May-20,PB,330,1,5,Punjab
03-May-20,RJ,114,3,114,Rajasthan
03-May-20,TN,266,1,38,Tamil Nadu
04-Apr-20,GJ,13,1,3,Gujarat
04-Apr-20,MH,148,6,2,Maharashtra
04-Apr-20,RJ,27,1,22,Rajasthan
04-Apr-20,TN,74,2,2,Tamil Nadu
04-Aug-20,AN,98,2,14,Andaman and Nicobar Islands
04-Aug-20,CH,46,1,9,Chandigarh
04-Aug-20,CT,382,8,357,Chhattisgarh
04-Aug-20,DL,674,12,972,Delhi
04-Aug-20,GA,259,4,238,Goa
04-Aug-20,GJ,1020,25,898,Gujarat
04-Aug-20,HR,623,8,756,Haryana
04-Aug-20,JH,570,4,405,Jharkhand
04-Aug-20,JK,390,10,824,Jammu and Kashmir
04-Aug-20,KL,1083,3,1021,Kerala
04-Aug-20,MP,797,12,1315,Madhya Pradesh
04-Aug-20,OR,1384,10,1409,Odisha
04-Aug-20,PB,488,20,609,Punjab
04-Aug-20,PY,165,2,126,Puducherry
04-Aug-20,RJ,1124,13,781,Rajasthan
04-Aug-20,TG,1286,12,1066,Telangana
04-Aug-20,TR,131,1,70,Tripura
04-Aug-20,UT,208,5,309,Uttarakhand
04-Jul-20,AP,765,12,376,Andhra Pradesh
04-Jul-20,BR,349,4,277,Bihar
04-Jul-20,GA,108,2,53,Goa
04-Jul-20,GJ,712,21,473,Gujarat
04-Jul-20,HP,13,1,25,Himachal Pradesh
04-Jul-20,HR,545,5,566,Haryana
04-Jul-20,JH,42,3,34,Jharkhand
04-Jul-20,JK,227,8,68,Jammu and Kashmir
04-Jul-20,KA,1839,42,439,Karnataka
04-Jul-20,MP,307,5,185,Madhya Pradesh
04-Jul-20,OR,495,6,229,Odisha
04-Jul-20,PB,172,5,40,Punjab
04-Jul-20,PY,80,1,21,Puducherry
04-Jul-20,RJ,480,7,359,Rajasthan
04-Jul-20,TG,1850,5,1342,Telangana
04-Jul-20,UP,757,24,557,Uttar Pradesh
04-Jul-20,WB,743,19,595,West Bengal
04-Jun-20,AP,141,3,65,Andhra Pradesh
04-Jun-20,BR,126,3,95,Bihar
04-Jun-20,GJ,492,33,455,Gujarat
04-Jun-20,HR,327,1,34,Haryana
04-Jun-20,JH,63,1,69,Jharkhand
04-Jun-20,JK,285,1,41,Jammu and Kashmir
04-Jun-20,KA,257,4,106,Karnataka
04-Jun-20,KL,94,3,39,Kerala
04-Jun-20,MP,174,6,192,Madhya Pradesh
04-Jun-20,RJ,210,4,360,Rajasthan
04-Jun-20,TG,127,6,31,Telangana
04-Jun-20,TN,1384,15,585,Tamil Nadu
04-Jun-20,UP,367,15,182,Uttar Pradesh
04-Jun-20,UT,68,2,38,Uttarakhand
04-Jun-20,WB,368,10,188,West Bengal
04-May-20,GJ,376,29,153,Gujarat
04-May-20,HR,75,1,9,Haryana
04-May-20,KA,37,2,28,Karnataka
04-May-20,MH,1567,35,350,Maharashtra
04-May-20,MP,105,9,58,Madhya Pradesh
04-May-20,PB,130,2,11,Punjab
04-May-20,RJ,175,6,82,Rajasthan
04-May-20,TN,527,1,30,Tamil Nadu
04-May-20,UP,121,7,48,Uttar Pradesh
04-May-20,WB,61,11,86,West Bengal
05-Apr-20,GJ,20,1,8,Gujarat
05-Apr-20,MH,112,13,4,Maharashtra
05-Apr-20,MP,14,2,3,Madhya Pradesh
05-Apr-20,PB,3,2,1,Punjab
05-Aug-20,AN,99,2,49,Andaman and Nicobar Islands
05-Aug-20,AS,2284,6,1471,Assam
05-Aug-20,CT,295,2,258,Chhattisgarh
05-Aug-20,DL,1076,11,890,Delhi
05-Aug-20,GA,348,4,173,Goa
05-Aug-20,GJ,1073,23,1046,Gujarat
05-Aug-20,HR,688,7,734,Haryana
05-Aug-20,JH,978,7,627,Jharkhand
05-Aug-20,JK,559,9,388,Jammu and Kashmir
05-Aug-20,KL,1195,7,1234,Kerala
05-Aug-20,MP,652,17,650,Madhya Pradesh
05-Aug-20,NL,93,2,26,Nagaland
05-Aug-20,OR,1337,11,1255,Odisha
05-Aug-20,PB,841,29,452,Punjab
05-Aug-20,PY,286,7,131,Puducherry
05-Aug-20,RJ,1166,13,1017,Rajasthan
05-Aug-20,TG,2012,13,1139,Telangana
05-Aug-20,TR,122,2,50,Tripura
05-Aug-20,UT,246,3,386,Uttarakhand
05-Jul-20,AP,998,14,414,Andhra Pradesh
05-Jul-20,BR,403,2,277,Bihar
05-Jul-20,GA,77,1,111,Goa
05-Jul-20,GJ,725,18,486,Gujarat
05-Jul-20,HR,457,5,687,Haryana
05-Jul-20,JH,68,1,10,Jharkhand
05-Jul-20,JK,183,5,112,Jammu and Kashmir
05-Jul-20,KA,1925,37,603,Karnataka
05-Jul-20,MP,326,10,177,Madhya Pradesh
05-Jul-20,OR,469,3,290,Odisha
05-Jul-20,PB,174,2,102,Punjab
05-Jul-20,RJ,632,9,288,Rajasthan
05-Jul-20,TG,1590,7,1166,Telangana
05-Jul-20,UP,1153,12,607,Uttar Pradesh
05-Jul-20,WB,895,21,545,West Bengal
05-Jun-20,AP,138,2,36,Andhra Pradesh
05-Jun-20,BR,146,1,113,Bihar
05-Jun-20,GJ,510,35,344,Gujarat
05-Jun-20,JH,95,1,69,Jharkhand
05-Jun-20,JK,182,1,38,Jammu and Kashmir
05-Jun-20,MP,234,7,241,Madhya Pradesh
05-Jun-20,OR,130,1,123,Odisha
05-Jun-20,PB,46,1,26,Punjab
05-Jun-20,RJ,222,5,255,Rajasthan
05-Jun-20,TG,143,8,40,Telangana
05-Jun-20,TN,1438,12,861,Tamil Nadu
05-Jun-20,UP,496,12,209,Uttar Pradesh
05-Jun-20,UT,62,1,47,Uttarakhand
05-Jun-20,WB,427,11,144,West Bengal
05-May-20,AP,67,1,65,Andhra Pradesh
05-May-20,KA,22,2,10,Karnataka
05-May-20,MH,984,34,354,Maharashtra
05-May-20,MP,107,11,144,Madhya Pradesh
05-May-20,PB,219,2,5,Punjab
05-May-20,RJ,97,12,87,Rajasthan
05-May-20,TN,508,2,76,Tamil Nadu
05-May-20,UP,114,6,185,Uttar Pradesh
05-May-20,WB,85,7,46,West Bengal
06-Apr-20,GJ,18,1,1,Gujarat
06-Apr-20,MH,121,7,14,Maharashtra
06-Apr-20,MP,63,2,8,Madhya Pradesh
06-Apr-20,TN,50,1,5,Tamil Nadu
06-Aug-20,AN,96,2,29,Andaman and Nicobar Islands
06-Aug-20,AS,2372,5,1332,Assam
06-Aug-20,CT,523,6,217,Chhattisgarh
06-Aug-20,DL,1299,15,1008,Delhi
06-Aug-20,GA,191,2,166,Goa
06-Aug-20,GJ,1034,27,917,Gujarat
06-Aug-20,HR,755,3,680,Haryana
06-Aug-20,JH,708,9,768,Jharkhand
06-Aug-20,JK,499,10,464,Jammu and Kashmir
06-Aug-20,KL,1298,3,800,Kerala
06-Aug-20,MN,124,1,43,Manipur
06-Aug-20,MP,830,17,838,Madhya Pradesh
06-Aug-20,OR,1699,11,1150,Odisha
06-Aug-20,PB,1035,26,716,Punjab
06-Aug-20,PY,188,5,140,Puducherry
06-Aug-20,RJ,1151,12,1282,Rajasthan
06-Aug-20,TG,2092,13,1289,Telangana
06-Aug-20,TR,98,1,68,Tripura
06-Aug-20,UT,369,4,194,Uttarakhand
06-Jul-20,AP,1322,7,498,Andhra Pradesh
06-Jul-20,AR,1,1,14,Arunachal Pradesh
06-Jul-20,BR,280,7,249,Bihar
06-Jul-20,GJ,735,17,423,Gujarat
06-Jul-20,HR,499,11,391,Haryana
06-Jul-20,JH,47,1,23,Jharkhand
06-Jul-20,JK,246,6,63,Jammu and Kashmir
06-Jul-20,KA,1843,30,680,Karnataka
06-Jul-20,KL,193,2,167,Kerala
06-Jul-20,MP,354,9,168,Madhya Pradesh
06-Jul-20,OR,456,2,262,Odisha
06-Jul-20,PB,208,5,86,Punjab
06-Jul-20,RJ,524,5,350,Rajasthan
06-Jul-20,UP,929,24,348,Uttar Pradesh
06-Jul-20,WB,861,22,524,West Bengal
06-Jun-20,CT,60,2,28,Chhattisgarh
06-Jun-20,GJ,498,29,313,Gujarat
06-Jun-20,JK,143,3,40,Jammu and Kashmir
06-Jun-20,KA,378,2,280,Karnataka
06-Jun-20,KL,108,1,50,Kerala
06-Jun-20,MP,232,15,230,Madhya Pradesh
06-Jun-20,PB,54,2,23,Punjab
06-Jun-20,RJ,253,13,142,Rajasthan
06-Jun-20,TG,206,10,83,Telangana
06-Jun-20,TN,1458,19,633,Tamil Nadu
06-Jun-20,UP,370,11,260,Uttar Pradesh
06-Jun-20,WB,435,17,207,West Bengal
06-May-20,AP,60,2,140,Andhra Pradesh
06-May-20,DL,428,1,74,Delhi
06-May-20,GJ,380,28,119,Gujarat
06-May-20,HR,46,1,4,Haryana
06-May-20,MH,1233,34,275,Maharashtra
06-May-20,MP,89,9,99,Madhya Pradesh
06-May-20,PB,75,2,2,Punjab
06-May-20,RJ,159,4,214,Rajasthan
06-May-20,TN,771,2,31,Tamil Nadu
06-May-20,UP,118,4,143,Uttar Pradesh
06-May-20,WB,112,4,1,West Bengal
07-Apr-20,DL,51,2,4,Delhi
07-Apr-20,GJ,29,2,3,Gujarat
07-Apr-20,MH,150,12,9,Maharashtra
07-Apr-20,MP,34,6,10,Madhya Pradesh
07-Apr-20,PB,20,1,10,Punjab
07-Apr-20,TN,69,1,6,Tamil Nadu
07-Jul-20,AP,1178,13,825,Andhra Pradesh
07-Jul-20,AS,814,2,388,Assam
07-Jul-20,BR,385,1,324,Bihar
07-Jul-20,DN,27,1,10,Dadra and Nagar Haveli and Daman and Diu
07-Jul-20,GA,90,1,95,Goa
07-Jul-20,GJ,778,17,421,Gujarat
07-Jul-20,HR,495,3,310,Haryana
07-Jul-20,JH,164,2,36,Jharkhand
07-Jul-20,JK,256,5,81,Jammu and Kashmir
07-Jul-20,KA,1498,15,571,Karnataka
07-Jul-20,MP,343,5,189,Madhya Pradesh
07-Jul-20,OR,571,6,217,Odisha
07-Jul-20,PB,258,6,60,Punjab
07-Jul-20,RJ,716,11,297,Rajasthan
07-Jul-20,TG,1879,7,1506,Telangana
07-Jul-20,UP,1332,18,518,Uttar Pradesh
07-Jul-20,UT,69,1,35,Uttarakhand
07-Jul-20,WB,850,25,555,West Bengal
07-Jun-20,AP,199,2,29,Andhra Pradesh
07-Jun-20,BR,239,1,107,Bihar
07-Jun-20,GJ,480,30,319,Gujarat
07-Jun-20,HR,496,4,194,Haryana
07-Jun-20,JK,620,2,90,Jammu and Kashmir
07-Jun-20,KA,239,2,159,Karnataka
07-Jun-20,MP,173,13,223,Madhya Pradesh
07-Jun-20,OR,75,1,178,Odisha
07-Jun-20,PB,93,1,14,Punjab
07-Jun-20,RJ,262,9,253,Rajasthan
07-Jun-20,TG,154,14,32,Telangana
07-Jun-20,TN,1515,18,604,Tamil Nadu
07-Jun-20,UP,433,7,277,Uttar Pradesh
07-Jun-20,UT,52,2,106,Uttarakhand
07-Jun-20,WB,449,13,184,West Bengal
07-May-20,AP,56,2,51,Andhra Pradesh
07-May-20,BR,8,1,60,Bihar
07-May-20,DL,448,1,389,Delhi
07-May-20,GJ,388,29,209,Gujarat
07-May-20,JK,18,1,13,Jammu and Kashmir
07-May-20,KA,12,1,12,Karnataka
07-May-20,MP,114,8,132,Madhya Pradesh
07-May-20,PB,118,1,14,Punjab
07-May-20,RJ,110,6,150,Rajasthan
07-May-20,TN,580,2,31,Tamil Nadu
07-May-20,UP,73,2,120,Uttar Pradesh
07-May-20,WB,92,7,31,West Bengal
08-Apr-20,KA,6,1,3,Karnataka
08-Apr-20,MH,117,8,38,Maharashtra
08-Apr-20,MP,51,3,4,Madhya Pradesh
08-Apr-20,RJ,40,1,20,Rajasthan
08-Apr-20,TN,48,1,2,Tamil Nadu
08-Apr-20,UP,29,1,10,Uttar Pradesh
08-Jul-20,AP,1062,12,1356,Andhra Pradesh
08-Jul-20,AS,696,6,397,Assam
08-Jul-20,BR,749,2,203,Bihar
08-Jul-20,GJ,783,16,569,Gujarat
08-Jul-20,HR,691,3,461,Haryana
08-Jul-20,JK,330,6,168,Jammu and Kashmir
08-Jul-20,ML,6,1,2,Meghalaya
08-Jul-20,MP,409,7,219,Madhya Pradesh
08-Jul-20,OR,527,7,303,Odisha
08-Jul-20,PB,158,3,274,Punjab
08-Jul-20,RJ,659,10,291,Rajasthan
08-Jul-20,TG,1924,11,992,Telangana
08-Jul-20,UP,1188,18,704,Uttar Pradesh
08-Jul-20,UT,28,3,29,Uttarakhand
08-Jul-20,WB,986,23,501,West Bengal
08-Jun-20,BR,177,1,137,Bihar
08-Jun-20,GJ,477,31,321,Gujarat
08-Jun-20,HR,406,11,226,Haryana
08-Jun-20,JK,198,4,108,Jammu and Kashmir
08-Jun-20,KA,308,3,309,Karnataka
08-Jun-20,KL,91,1,11,Kerala
08-Jun-20,MP,237,2,205,Madhya Pradesh
08-Jun-20,PB,55,2,22,Punjab
08-Jun-20,RJ,277,6,363,Rajasthan
08-Jun-20,TN,1562,17,528,Tamil Nadu
08-Jun-20,UP,411,8,159,Uttar Pradesh
08-Jun-20,WB,426,9,162,West Bengal
08-May-20,AP,54,3,62,Andhra Pradesh
08-May-20,DL,338,2,89,Delhi
08-May-20,GJ,390,24,163,Gujarat
08-May-20,HR,22,1,19,Haryana
08-May-20,MH,1089,37,169,Maharashtra
08-May-20,MP,89,7,118,Madhya Pradesh
08-May-20,PB,87,1,3,Punjab
08-May-20,RJ,152,4,122,Rajasthan
08-May-20,TN,600,3,58,Tamil Nadu
08-May-20,UP,143,4,137,Uttar Pradesh
08-May-20,WB,130,9,27,West Bengal
09-Apr-20,AP,15,2,4,Andhra Pradesh
09-Apr-20,DL,51,3,4,Delhi
09-Apr-20,GJ,76,2,1,Gujarat
09-Apr-20,KA,16,1,2,Karnataka
09-Apr-20,MH,229,25,8,Maharashtra
09-Apr-20,PB,24,1,4,Punjab
09-Jul-20,AP,1555,13,1053,Andhra Pradesh
09-Jul-20,AS,568,5,421,Assam
09-Jul-20,BR,704,9,251,Bihar
09-Jul-20,CT,140,1,68,Chhattisgarh
09-Jul-20,GA,112,1,66,Goa
09-Jul-20,GJ,861,15,429,Gujarat
09-Jul-20,HR,674,5,399,Haryana
09-Jul-20,JH,134,1,40,Jharkhand
09-Jul-20,JK,240,5,128,Jammu and Kashmir
09-Jul-20,KA,2228,17,957,Karnataka
09-Jul-20,MP,305,5,245,Madhya Pradesh
09-Jul-20,OR,577,6,401,Odisha
09-Jul-20,PB,233,5,117,Punjab
09-Jul-20,PY,49,2,35,Puducherry
09-Jul-20,RJ,500,9,204,Rajasthan
09-Jul-20,TG,1410,7,913,Telangana
09-Jul-20,UP,1206,17,796,Uttar Pradesh
09-Jul-20,WB,1088,27,535,West Bengal
09-Jun-20,AP,69,2,48,Andhra Pradesh
09-Jun-20,AS,215,1,312,Assam
09-Jun-20,BR,208,2,228,Bihar
09-Jun-20,CT,14,1,12,Chhattisgarh
09-Jun-20,DL,1366,31,504,Delhi
09-Jun-20,GJ,470,33,409,Gujarat
09-Jun-20,HR,355,6,107,Haryana
09-Jun-20,JH,126,1,40,Jharkhand
09-Jun-20,JK,61,3,182,Jammu and Kashmir
09-Jun-20,KA,161,2,164,Karnataka
09-Jun-20,MP,211,6,193,Madhya Pradesh
09-Jun-20,PB,56,2,39,Punjab
09-Jun-20,RJ,369,9,211,Rajasthan
09-Jun-20,TN,1685,18,798,Tamil Nadu
09-Jun-20,UP,388,18,325,Uttar Pradesh
09-Jun-20,WB,372,10,155,West Bengal
09-May-20,AP,43,3,45,Andhra Pradesh
09-May-20,GJ,394,23,219,Gujarat
09-May-20,HR,28,1,11,Haryana
09-May-20,MP,116,11,131,Madhya Pradesh
09-May-20,OR,82,1,5,Odisha
09-May-20,PB,31,2,5,Punjab
09-May-20,RJ,129,3,151,Rajasthan
09-May-20,TG,31,1,24,Telangana
09-May-20,TN,526,4,219,Tamil Nadu
09-May-20,UP,159,8,112,Uttar Pradesh
09-May-20,WB,108,11,49,West Bengal
10-Apr-20,DL,183,2,2,Delhi
10-Apr-20,GJ,116,1,7,Gujarat
10-Apr-20,MH,210,12,63,Maharashtra
10-Apr-20,MP,40,4,12,Madhya Pradesh
10-Apr-20,PB,21,1,2,Punjab
10-Apr-20,TN,77,1,17,Tamil Nadu
10-Jul-20,AP,1608,15,1040,Andhra Pradesh
10-Jul-20,AS,936,8,701,Assam
10-Jul-20,BR,352,2,459,Bihar
10-Jul-20,CT,166,2,125,Chhattisgarh
10-Jul-20,GJ,875,14,441,Gujarat
10-Jul-20,HR,570,3,399,Haryana
10-Jul-20,JK,387,5,91,Jammu and Kashmir
10-Jul-20,MP,316,4,249,Madhya Pradesh
10-Jul-20,OR,755,6,565,Odisha
10-Jul-20,PB,217,4,72,Punjab
10-Jul-20,PY,72,1,18,Puducherry
10-Jul-20,RJ,611,6,550,Rajasthan
10-Jul-20,TG,1278,8,1013,Telangana
10-Jul-20,UP,1338,27,660,Uttar Pradesh
10-Jul-20,WB,1198,26,522,West Bengal
10-Jun-20,AP,365,1,110,Andhra Pradesh
10-Jun-20,AS,235,1,152,Assam
10-Jun-20,BR,243,1,164,Bihar
10-Jun-20,CT,51,1,4,Chhattisgarh
10-Jun-20,GJ,510,34,370,Gujarat
10-Jun-20,HP,14,1,13,Himachal Pradesh
10-Jun-20,HR,370,7,381,Haryana
10-Jun-20,JK,161,3,165,Jammu and Kashmir
10-Jun-20,KA,120,3,257,Karnataka
10-Jun-20,KL,65,1,57,Kerala
10-Jun-20,MP,200,7,163,Madhya Pradesh
10-Jun-20,RJ,355,4,241,Rajasthan
10-Jun-20,TG,191,8,75,Telangana
10-Jun-20,TN,1927,19,1008,Tamil Nadu
10-Jun-20,UP,275,20,302,Uttar Pradesh
10-Jun-20,UT,25,2,76,Uttarakhand
10-Jun-20,WB,343,17,159,West Bengal
10-May-20,AP,50,1,38,Andhra Pradesh
10-May-20,BR,96,1,36,Bihar
10-May-20,DL,381,5,49,Delhi
10-May-20,GJ,398,21,454,Gujarat
10-May-20,HR,28,1,10,Haryana
10-May-20,KA,54,1,36,Karnataka
10-May-20,MP,157,4,196,Madhya Pradesh
10-May-20,RJ,106,2,79,Rajasthan
10-May-20,TN,669,3,135,Tamil Nadu
10-May-20,UP,94,5,154,Uttar Pradesh
10-May-20,WB,153,14,45,West Bengal
11-Apr-20,GJ,90,3,11,Gujarat
11-Apr-20,KL,10,1,19,Kerala
11-Apr-20,MH,187,17,20,Maharashtra
11-Apr-20,MP,78,4,1,Madhya Pradesh
11-Apr-20,RJ,139,6,56,Rajasthan
11-Apr-20,TG,16,2,51,Telangana
11-Apr-20,UP,19,1,13,Uttar Pradesh
11-Jul-20,AP,1813,17,1199,Andhra Pradesh
